Anio,Region,Comuna,Especie,Superficie (ha),Numero de arboles
2024,Región del Libertador Bernardo O'Higgins,San Fernando,Vid de Mesa,474.38,551256
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Almendro,37.02,17621
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Arándano Americano,0.81,4985
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Caqui,0.77,580
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Cerezo,1294.0499999999997,1478859
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Ciruelo Europeo,370.57000000000005,222815
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Ciruelo Japonés,178.71,220424
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Damasco,1.57,1083
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Duraznero Consumo Fresco,78.1,83887
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Duraznero Tipo Conservero,341.22,303379
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Frambuesa,10.0,119048
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Kiwi,164.41000000000003,109094
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Kiwi Gold o Kiwi Amarillo,5.859999999999999,3721
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Limonero,193.08,110725
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Mandarino,82.82,76450
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Manzano Rojo,41.55,69784
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Manzano Verde,69.92,61147
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Membrillo,46.51,40693
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Naranjo,313.90999999999997,226924
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Nectarino,397.83000000000004,411141
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Nogal,113.71,30048
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Palto,110.04999999999998,38788
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Peral,223.11999999999998,267820
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Pluots,29.570000000000004,39838
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Pomelo,3.05,2153
2024,Región del Libertador Bernardo O'Higgins,San Vicente,Vid de Mesa,1908.5800000000002,2165821
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Almendro,19.18,54373
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Arándano Americano,66.39999999999999,281181
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Cerezo,890.05,1025120
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Ciruelo Europeo,1166.34,700348
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Ciruelo Japonés,80.82000000000001,90390
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Damasco,5.6,4665
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Duraznero Consumo Fresco,21.39,29449
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Duraznero Tipo Conservero,51.67999999999999,46602
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Kiwi,18.61,10481
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Limonero,22.41,17715
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Mandarino,114.60999999999999,114610
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Manzano Rojo,11.0,14769
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Manzano Verde,8.86,10856
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Naranjo,38.029999999999994,38123
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Nectarino,72.14,95640
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Nogal,138.59,42747
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Olivo,2.4000000000000004,1259
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Palto,222.31,320535
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Peral,120.17,111513
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Pistacho,13.899999999999999,5020
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Pluots,4.42,5541
2024,Región del Libertador Bernardo O'Higgins,Santa Cruz,Vid de Mesa,183.05,228211
2024,Región del Maule,Cauquenes,Arándano Americano,224.32,884596
2024,Región del Maule,Cauquenes,Avellano,97.72000000000001,74151
2024,Región del Maule,Cauquenes,Cerezo,447.64,535415
2024,Región del Maule,Cauquenes,Ciruelo Europeo,21.6,43637
2024,Región del Maule,Cauquenes,Frambuesa,0.33999999999999997,4388
2024,Región del Maule,Cauquenes,Mandarino,1.0,667
2024,Región del Maule,Cauquenes,Maqui,0.62,620
2024,Región del Maule,Cauquenes,Nogal,344.40999999999997,136947
2024,Región del Maule,Cauquenes,Olivo,172.88000000000002,249619
2024,Región del Maule,Cauquenes,Palto,0.8200000000000001,513
2024,Región del Maule,Chanco,Limonero,1.28,772
2024,Región del Maule,Chanco,Palto,35.77,42272
2024,Región del Maule,Colbún,Arándano Americano,141.92000000000002,569294
2024,Región del Maule,Colbún,Avellano,184.6,117743
2024,Región del Maule,Colbún,Cerezo,555.35,800397
2024,Región del Maule,Colbún,Frambuesa,23.770000000000003,179099
2024,Región del Maule,Colbún,Kiwi,242.99,195909
2024,Región del Maule,Colbún,Manzano Rojo,1031.97,2020871
2024,Región del Maule,Colbún,Manzano Verde,198.29,343250
2024,Región del Maule,Colbún,Moras Cultivadas e Híbridos,69.07000000000001,445180
2024,Región del Maule,Colbún,Nogal,58.62,16748
2024,Región del Maule,Colbún,Pera Asiática,15.73,11941
2024,Región del Maule,Colbún,Peral,4.9399999999999995,8233
2024,Región del Maule,Constitución,Arándano Americano,3.55,13148
2024,Región del Maule,Constitución,Limonero,3.4400000000000004,1279
2024,Región del Maule,Constitución,Palto,1.75,875
2024,Región del Maule,Curepto,Almendro,6.2,2843
2024,Región del Maule,Curepto,Arándano Americano,29.270000000000003,126919
2024,Región del Maule,Curepto,Cerezo,115.28,151704
2024,Región del Maule,Curepto,Ciruelo Europeo,5.08,4236
2024,Región del Maule,Curepto,Granado,26.3,21040
2024,Región del Maule,Curepto,Limonero,24.88,16589
2024,Región del Maule,Curepto,Nogal,5.289999999999999,1630
2024,Región del Maule,Curepto,Olivo,153.15,177558
2024,Región del Maule,Curepto,Palto,3.1,2066
2024,Región del Maule,Curicó,Arándano Americano,57.61,215686
2024,Región del Maule,Curicó,Avellano,306.49,172744
2024,Región del Maule,Curicó,Caqui,3.0,3000
2024,Región del Maule,Curicó,Cerezo,4387.360000000001,5209102
2024,Región del Maule,Curicó,Ciruelo Europeo,29.640000000000004,19760
2024,Región del Maule,Curicó,Ciruelo Japonés,107.65,102696
2024,Región del Maule,Curicó,Duraznero Tipo Conservero,23.669999999999998,20498
2024,Región del Maule,Curicó,Frambuesa,6.68,128729
2024,Región del Maule,Curicó,Kiwi,560.0699999999999,408157
2024,Región del Maule,Curicó,Limonero,2.45,538
2024,Región del Maule,Curicó,Manzano Rojo,2095.75,3557998
2024,Región del Maule,Curicó,Manzano Verde,405.13,552431
2024,Región del Maule,Curicó,Membrillo,23.53,31987
2024,Región del Maule,Curicó,Moras Cultivadas e Híbridos,35.49000000000001,267553
2024,Región del Maule,Curicó,Nectarino,32.2,44031
2024,Región del Maule,Curicó,Nogal,362.76000000000005,115218
2024,Región del Maule,Curicó,Palto,0.47,154
2024,Región del Maule,Curicó,Pera Asiática,0.75,1093
2024,Región del Maule,Curicó,Peral,162.19,219830
2024,Región del Maule,Curicó,Pluots,2.4899999999999998,1937
2024,Región del Maule,Empedrado,Arándano Americano,2.92,13442
2024,Región del Maule,Empedrado,Cerezo,1.25,1497
2024,Región del Maule,Hualañe,Almendro,38.86,22700
2024,Región del Maule,Hualañe,Arándano Americano,13.09,43634
2024,Región del Maule,Hualañe,Cerezo,342.76,376526
2024,Región del Maule,Hualañe,Ciruelo Japonés,5.140000000000001,5711
2024,Región del Maule,Hualañe,Duraznero Consumo Fresco,2.0,2500
2024,Región del Maule,Hualañe,Lima,1.15,1438
2024,Región del Maule,Hualañe,Manzano Rojo,4.16,4497
2024,Región del Maule,Hualañe,Manzano Verde,1.12,1185
2024,Región del Maule,Hualañe,Nectarino,15.05,17235
2024,Región del Maule,Hualañe,Nogal,151.39,62234
2024,Región del Maule,Hualañe,Olivo,7.879999999999999,8755
2024,Región del Maule,Hualañe,Pluots,10.43,11589
2024,Región del Maule,Licantén,Avellano,42.73,22004
2024,Región del Maule,Licantén,Cerezo,16.6,20750
2024,Región del Maule,Licantén,Nogal,15.6,3715
2024,Región del Maule,Linares,Arándano Americano,638.5999999999999,2536340
2024,Región del Maule,Linares,Avellano,223.73999999999998,163057
2024,Región del Maule,Linares,Cerezo,1010.56,1267486
2024,Región del Maule,Linares,Ciruelo Europeo,38.97,44705
2024,Región del Maule,Linares,Ciruelo Japonés,7.94,7940
2024,Región del Maule,Linares,Duraznero Tipo Conservero,3.75,3333
2024,Región del Maule,Linares,Frambuesa,35.029999999999994,393654
2024,Región del Maule,Linares,Kiwi,74.95000000000002,59075
2024,Región del Maule,Linares,Manzano Rojo,454.86999999999995,765598
2024,Región del Maule,Linares,Manzano Verde,72.6,76425
2024,Región del Maule,Linares,Moras Cultivadas e Híbridos,83.49,656828
2024,Región del Maule,Linares,Nogal,442.1,133384
2024,Región del Maule,Linares,Peral,67.73,102993
2024,Región del Maule,Linares,Zarzaparrilla Roja,0.8999999999999999,7800
2024,Región del Maule,Longaví,Arándano Americano,799.2,3026734
2024,Región del Maule,Longaví,Avellano,1957.7,1248329
2024,Región del Maule,Longaví,Castaño,11.200000000000001,5333
2024,Región del Maule,Longaví,Cerezo,1371.46,1872816
2024,Región del Maule,Longaví,Ciruelo Europeo,123.71,81932
2024,Región del Maule,Longaví,Ciruelo Japonés,48.25,74460
2024,Región del Maule,Longaví,Frambuesa,62.46,664427
2024,Región del Maule,Longaví,Kiwi,240.91000000000003,205491
2024,Región del Maule,Longaví,Limonero,0.3,200
2024,Región del Maule,Longaví,Manzano Rojo,1469.1699999999998,3005020
2024,Región del Maule,Longaví,Manzano Verde,128.24,198591
2024,Región del Maule,Longaví,Moras Cultivadas e Híbridos,68.82999999999998,576960
2024,Región del Maule,Longaví,Nectarino,1.0,1250
2024,Región del Maule,Longaví,Nogal,2185.330000000001,763863
2024,Región del Maule,Longaví,Palto,0.3,200
2024,Región del Maule,Longaví,Pera Asiática,10.899999999999999,9078
2024,Región del Maule,Longaví,Peral,62.21,82488
2024,Región del Maule,Longaví,Pistacho,1.1,440
2024,Región del Maule,Maule,Almendro,2.8,1400
2024,Región del Maule,Maule,Cerezo,330.66999999999996,369946
2024,Región del Maule,Maule,Ciruelo Europeo,27.55,16875
2024,Región del Maule,Maule,Duraznero Consumo Fresco,3.4,2519
2024,Región del Maule,Maule,Duraznero Tipo Conservero,7.92,3960
2024,Región del Maule,Maule,Kiwi,60.6,42728
2024,Región del Maule,Maule,Limonero,0.7,875
2024,Región del Maule,Maule,Manzano Rojo,93.47,106072
2024,Región del Maule,Maule,Manzano Verde,28.64,29357
2024,Región del Maule,Maule,Naranjo,8.4,10000
2024,Región del Maule,Maule,Nectarino,21.2,16163
2024,Región del Maule,Maule,Nogal,360.24,117461
2024,Región del Maule,Maule,Palto,5.25,5564
2024,Región del Maule,Molina,Arándano Americano,80.41000000000001,316211
2024,Región del Maule,Molina,Avellano,292.7200000000001,163483
2024,Región del Maule,Molina,Cerezo,1893.97,2305568
2024,Región del Maule,Molina,Ciruelo Europeo,58.510000000000005,39146
2024,Región del Maule,Molina,Frambuesa,2.19,24744
2024,Región del Maule,Molina,Kiwi,480.68000000000006,365432
2024,Región del Maule,Molina,Manzano Rojo,1326.65,1983675
2024,Región del Maule,Molina,Manzano Verde,279.66999999999996,352926
2024,Región del Maule,Molina,Membrillo,11.07,11635
2024,Región del Maule,Molina,Moras Cultivadas e Híbridos,12.45,87005
2024,Región del Maule,Molina,Nectarino,3.72,3307
2024,Región del Maule,Molina,Nogal,103.66000000000001,33169
2024,Región del Maule,Molina,Pecana,2.16,617
2024,Región del Maule,Molina,Peral,320.05,392962
2024,Región del Maule,Parral,Arándano Americano,436.7399999999999,1755085
2024,Región del Maule,Parral,Avellano,2474.51,1470241
2024,Región del Maule,Parral,Cerezo,227.51,275503
2024,Región del Maule,Parral,Frambuesa,65.60000000000001,760099
2024,Región del Maule,Parral,Manzano Rojo,175.96999999999997,236586
2024,Región del Maule,Parral,Manzano Verde,19.14,24712
2024,Región del Maule,Parral,Membrillo,28.0,28000
2024,Región del Maule,Parral,Moras Cultivadas e Híbridos,29.47,129579
2024,Región del Maule,Parral,Nogal,448.87,135190
2024,Región del Maule,Pelarco,Arándano Americano,6.8,22665
2024,Región del Maule,Pelarco,Avellano,3322.26,2123043
2024,Región del Maule,Pelarco,Caqui,2.9,3311
2024,Región del Maule,Pelarco,Cerezo,91.89999999999999,130203
2024,Región del Maule,Pelarco,Ciruelo Europeo,10.25,8542
2024,Región del Maule,Pelarco,Kiwi,17.61,9783
2024,Región del Maule,Pelarco,Manzano Rojo,114.50999999999999,262544
2024,Región del Maule,Pelarco,Manzano Verde,15.92,21898
2024,Región del Maule,Pelarco,Moras Cultivadas e Híbridos,9.12,45650
2024,Región del Maule,Pelarco,Nogal,108.62,35197
2024,Región del Maule,Pelarco,Olivo,0.8899999999999999,556
2024,Región del Maule,Pelarco,Peral,22.47,37450
2024,Región del Maule,Pencahue,Arándano Americano,115.05999999999999,485613
2024,Región del Maule,Pencahue,Avellano,243.1,160200
2024,Región del Maule,Pencahue,Cerezo,1486.6399999999999,2163510
2024,Región del Maule,Pencahue,Ciruelo Europeo,287.83,255169
2024,Región del Maule,Pencahue,Manzano Rojo,22.3,29239
2024,Región del Maule,Pencahue,Manzano Verde,17.43,25181
2024,Región del Maule,Pencahue,Nectarino,27.58,34049
2024,Región del Maule,Pencahue,Nogal,417.95,159533
2024,Región del Maule,Pencahue,Olivo,2280.3,2362230
2024,Región del Maule,Pencahue,Palto,0.8900000000000001,1113
2024,Región del Maule,Pencahue,Pecana,1.96,569
2024,Región del Maule,Pencahue,Peral,4.54,8325
2024,Región del Maule,Rauco,Almendro,4.66,2616
2024,Región del Maule,Rauco,Arándano Americano,11.6,52052
2024,Región del Maule,Rauco,Caqui,15.230000000000002,13030
2024,Región del Maule,Rauco,Cerezo,1401.1299999999999,1499303
2024,Región del Maule,Rauco,Ciruelo Europeo,63.709999999999994,41771
2024,Región del Maule,Rauco,Ciruelo Japonés,38.14,44802
2024,Región del Maule,Rauco,Duraznero Consumo Fresco,0.87,880
2024,Región del Maule,Rauco,Duraznero Tipo Conservero,0.7000000000000001,873
2024,Región del Maule,Rauco,Kiwi,181.68000000000004,160736
2024,Región del Maule,Rauco,Manzano Rojo,42.74,53018
2024,Región del Maule,Rauco,Manzano Verde,10.35,13539
2024,Región del Maule,Rauco,Nectarino,20.75,21848
2024,Región del Maule,Rauco,Nogal,3.7700000000000005,1655
2024,Región del Maule,Rauco,Pera Asiática,2.69,1793
2024,Región del Maule,Rauco,Peral,7.58,8422
2024,Región del Maule,Rauco,Pluots,2.08,1849
2024,Región del Maule,Rauco,Vid de Mesa,2.5,3968
2024,Región del Maule,Retiro,Arándano Americano,984.17,3973443
2024,Región del Maule,Retiro,Avellano,2645.17,2068242
2024,Región del Maule,Retiro,Castaño,0.67,268
2024,Región del Maule,Retiro,Cerezo,856.0899999999999,1094389
2024,Región del Maule,Retiro,Ciruelo Europeo,10.58,7053
2024,Región del Maule,Retiro,Frambuesa,212.79000000000002,3087176
2024,Región del Maule,Retiro,Kiwi,106.25999999999999,106927
2024,Región del Maule,Retiro,Manzano Rojo,380.49,617255
2024,Región del Maule,Retiro,Manzano Verde,58.7,83393
2024,Región del Maule,Retiro,Moras Cultivadas e Híbridos,22.66,216248
2024,Región del Maule,Retiro,Nogal,734.33,244455
2024,Región del Maule,Retiro,Olivo,167.4,292535
2024,Región del Maule,Retiro,Peral,28.559999999999995,42488
2024,Región del Maule,Retiro,Pistacho,8.12,5413
2024,Región del Maule,Romeral,Arándano Americano,73.34,281697
2024,Región del Maule,Romeral,Avellano,467.92,304661
2024,Región del Maule,Romeral,Cerezo,2854.95,3529297
2024,Región del Maule,Romeral,Ciruelo Japonés,3.4,3513
2024,Región del Maule,Romeral,Frambuesa,139.84,1461389
2024,Región del Maule,Romeral,Grosella,10.43,53503
2024,Región del Maule,Romeral,Guindo Agrio,1.4,1244
2024,Región del Maule,Romeral,Kiwi,91.38999999999999,68626
2024,Región del Maule,Romeral,Manzano Rojo,292.84000000000003,460045
2024,Región del Maule,Romeral,Manzano Verde,66.44999999999999,80693
2024,Región del Maule,Romeral,Moras Cultivadas e Híbridos,98.24000000000001,644049
2024,Región del Maule,Romeral,Nogal,130.1,38094
2024,Región del Maule,Romeral,Olivo,6.0200000000000005,6020
2024,Región del Maule,Río Claro,Arándano Americano,60.83,216453
2024,Región del Maule,Río Claro,Avellano,3738.62,2173305
2024,Región del Maule,Río Claro,Cerezo,2003.03,2372534
2024,Región del Maule,Río Claro,Ciruelo Japonés,1.2,1067
2024,Región del Maule,Río Claro,Duraznero Tipo Conservero,19.2,21336
2024,Región del Maule,Río Claro,Kiwi,22.25,18223
2024,Región del Maule,Río Claro,Manzano Rojo,1680.4299999999998,2250506
2024,Región del Maule,Río Claro,Manzano Verde,253.13000000000002,278085
2024,Región del Maule,Río Claro,Maqui,2.84,9467
2024,Región del Maule,Río Claro,Moras Cultivadas e Híbridos,17.52,77684
2024,Región del Maule,Río Claro,Nogal,261.78,74799
2024,Región del Maule,Río Claro,Olivo,40.19,59157
2024,Región del Maule,Río Claro,Pera Asiática,10.6,9420
2024,Región del Maule,Río Claro,Peral,58.63000000000001,64705
2024,Región del Maule,Sagrada Familia,Arándano Americano,44.559999999999995,145169
2024,Región del Maule,Sagrada Familia,Avellano,118.72000000000001,93669
2024,Región del Maule,Sagrada Familia,Cerezo,4784.889999999999,5653542
2024,Región del Maule,Sagrada Familia,Ciruelo Europeo,9.24,6160
2024,Región del Maule,Sagrada Familia,Ciruelo Japonés,187.98,212244
2024,Región del Maule,Sagrada Familia,Damasco,0.12,100
2024,Región del Maule,Sagrada Familia,Duraznero Consumo Fresco,0.49,562
2024,Región del Maule,Sagrada Familia,Duraznero Tipo Conservero,10.120000000000001,28248
2024,Región del Maule,Sagrada Familia,Kiwi,348.69,341769
2024,Región del Maule,Sagrada Familia,Limonero,4.07,2035
2024,Región del Maule,Sagrada Familia,Manzano Rojo,347.04999999999995,563346
2024,Región del Maule,Sagrada Familia,Manzano Verde,63.30999999999999,80217
2024,Región del Maule,Sagrada Familia,Nectarino,62.91,85551
2024,Región del Maule,Sagrada Familia,Nogal,2.08,717
2024,Región del Maule,Sagrada Familia,Olivo,1418.2,1930478
2024,Región del Maule,Sagrada Familia,Peral,143.12,134167
2024,Región del Maule,Sagrada Familia,Pluots,21.28,26598
2024,Región del Maule,Sagrada Familia,Vid de Mesa,9.379999999999999,8896
2024,Región del Maule,San Clemente,Arándano Americano,108.95000000000002,391197
2024,Región del Maule,San Clemente,Avellano,1490.5600000000002,907879
2024,Región del Maule,San Clemente,Castaño,82.08000000000001,23451
2024,Región del Maule,San Clemente,Cerezo,1694.6200000000001,1979812
2024,Región del Maule,San Clemente,Kiwi,438.30999999999995,381672
2024,Región del Maule,San Clemente,Kiwi Gold o Kiwi Amarillo,7.13,6174
2024,Región del Maule,San Clemente,Manzano Rojo,1203.3000000000002,2561652
2024,Región del Maule,San Clemente,Manzano Verde,88.24,184693
2024,Región del Maule,San Clemente,Maqui,1.25,2083
2024,Región del Maule,San Clemente,Moras Cultivadas e Híbridos,5.359999999999999,28016
2024,Región del Maule,San Clemente,Murtilla,3.15,10500
2024,Región del Maule,San Clemente,Nectarino,44.849999999999994,98571
2024,Región del Maule,San Clemente,Nogal,1214.2800000000002,430195
2024,Región del Maule,San Clemente,Pera Asiática,27.43,24381
2024,Región del Maule,San Clemente,Peral,21.86,27326
2024,Región del Maule,San Javier,Arándano Americano,90.7,408855
2024,Región del Maule,San Javier,Avellano,561.4000000000001,425917
2024,Región del Maule,San Javier,Cerezo,627.0,729583
2024,Región del Maule,San Javier,Ciruelo Europeo,84.85,46282
2024,Región del Maule,San Javier,Frambuesa,10.0,101011
2024,Región del Maule,San Javier,Kiwi,170.9,125051
2024,Región del Maule,San Javier,Manzano Rojo,82.27000000000001,181876
2024,Región del Maule,San Javier,Manzano Verde,13.700000000000001,20770
2024,Región del Maule,San Javier,Nogal,28.3,10107
2024,Región del Maule,San Javier,Olivo,29.060000000000002,34202
2024,Región del Maule,San Javier,Peral,13.030000000000001,17122
2024,Región del Maule,San Rafael,Almendro,6.17,16454
2024,Región del Maule,San Rafael,Avellano,2934.6600000000003,1652230
2024,Región del Maule,San Rafael,Cerezo,380.62,465919
2024,Región del Maule,San Rafael,Manzano Rojo,30.29,50484
2024,Región del Maule,San Rafael,Manzano Verde,3.3999999999999995,5668
2024,Región del Maule,San Rafael,Nogal,798.16,284137
2024,Región del Maule,San Rafael,Olivo,436.18000000000006,606261
2024,Región del Maule,San Rafael,Peral,15.809999999999999,28234
2024,Región del Maule,Talca,Avellano,14.0,5600
2024,Región del Maule,Talca,Caqui,0.46,613
2024,Región del Maule,Talca,Cerezo,276.55,349802
2024,Región del Maule,Talca,Ciruelo Europeo,102.9,50944
2024,Región del Maule,Talca,Ciruelo Japonés,19.8,16231
2024,Región del Maule,Talca,Kiwi,98.13,63072
2024,Región del Maule,Talca,Manzano Rojo,323.99,531483
2024,Región del Maule,Talca,Manzano Verde,32.97,49536
2024,Región del Maule,Talca,Membrillo,0.33,440
2024,Región del Maule,Talca,Moras Cultivadas e Híbridos,2.0,10204
2024,Región del Maule,Talca,Nogal,36.83,11452
2024,Región del Maule,Talca,Olivo,114.35,108905
2024,Región del Maule,Talca,Palto,0.47,752
2024,Región del Maule,Talca,Peral,8.3,17292
2024,Región del Maule,Talca,Vid de Mesa,10.01,6356
2024,Región del Maule,Teno,Arándano Americano,26.92,123522
2024,Región del Maule,Teno,Avellano,590.65,383826
2024,Región del Maule,Teno,Caqui,0.28,500
2024,Región del Maule,Teno,Cerezo,4622.78,5289344
2024,Región del Maule,Teno,Ciruelo Europeo,83.87,62110
2024,Región del Maule,Teno,Ciruelo Japonés,59.17,61666
2024,Región del Maule,Teno,Duraznero Consumo Fresco,0.25,390
2024,Región del Maule,Teno,Duraznero Tipo Conservero,31.839999999999996,27811
2024,Región del Maule,Teno,Frambuesa,7.949999999999999,120493
2024,Región del Maule,Teno,Kiwi,253.13,170967
2024,Región del Maule,Teno,Kiwi Gold o Kiwi Amarillo,3.4000000000000004,3400
2024,Región del Maule,Teno,Manzano Rojo,974.89,1741993
2024,Región del Maule,Teno,Manzano Verde,205.62000000000003,256666
2024,Región del Maule,Teno,Membrillo,0.46,3066
2024,Región del Maule,Teno,Moras Cultivadas e Híbridos,43.26,184349
2024,Región del Maule,Teno,Nectarino,8.82,10228
2024,Región del Maule,Teno,Nogal,301.04,96347
2024,Región del Maule,Teno,Peral,300.13,552307
2024,Región del Maule,Teno,Pistacho,1.06,420
2024,Región del Maule,Teno,Pluots,2.9,4028
2024,Región del Maule,Teno,Vid de Mesa,34.31,33952
2024,Región del Maule,Villa Alegre,Arándano Americano,21.630000000000003,71560
2024,Región del Maule,Villa Alegre,Avellano,98.16000000000001,86268
2024,Región del Maule,Villa Alegre,Cerezo,421.82000000000005,480659
2024,Región del Maule,Villa Alegre,Ciruelo Europeo,83.31,57601
2024,Región del Maule,Villa Alegre,Ciruelo Japonés,15.100000000000001,15100
2024,Región del Maule,Villa Alegre,Frambuesa,1.28,14701
2024,Región del Maule,Villa Alegre,Kiwi,57.57999999999999,39221
2024,Región del Maule,Villa Alegre,Manzano Rojo,90.69999999999999,141669
2024,Región del Maule,Villa Alegre,Manzano Verde,24.27,34178
2024,Región del Maule,Villa Alegre,Moras Cultivadas e Híbridos,4.51,27565
2024,Región del Maule,Villa Alegre,Nectarino,5.0,5000
2024,Región del Maule,Villa Alegre,Nogal,266.2,65128
2024,Región del Maule,Villa Alegre,Peral,26.22,37725
2024,Región del Maule,Villa Alegre,Vid de Mesa,16.599999999999998,17817
2024,Región del Maule,Yerbas Buenas,Arándano Americano,464.06,1948551
2024,Región del Maule,Yerbas Buenas,Avellano,51.760000000000005,35392
2024,Región del Maule,Yerbas Buenas,Cerezo,598.99,751792
2024,Región del Maule,Yerbas Buenas,Ciruelo Europeo,80.57000000000001,96474
2024,Región del Maule,Yerbas Buenas,Duraznero Consumo Fresco,26.950000000000003,32842
2024,Región del Maule,Yerbas Buenas,Duraznero Tipo Conservero,3.1,12917
2024,Región del Maule,Yerbas Buenas,Frambuesa,22.03,286803
2024,Región del Maule,Yerbas Buenas,Kiwi,252.26000000000002,210107
2024,Región del Maule,Yerbas Buenas,Manzano Rojo,1037.51,1740477
2024,Región del Maule,Yerbas Buenas,Manzano Verde,124.14000000000001,183690
2024,Región del Maule,Yerbas Buenas,Moras Cultivadas e Híbridos,31.57,213582
2024,Región del Maule,Yerbas Buenas,Nectarino,0.8,889
2024,Región del Maule,Yerbas Buenas,Nogal,594.3100000000001,212624
2024,Región del Maule,Yerbas Buenas,Palto,6.2,33056
2024,Región del Maule,Yerbas Buenas,Peral,59.35,91870
2025,Región Metropolitana de Santiago,Alhué,Almendro,22.470000000000002,13118
2025,Región Metropolitana de Santiago,Alhué,Cerezo,94.12,106158
2025,Región Metropolitana de Santiago,Alhué,Ciruelo Europeo,31.5,27500
2025,Región Metropolitana de Santiago,Alhué,Ciruelo Japonés,40.519999999999996,45017
2025,Región Metropolitana de Santiago,Alhué,Duraznero Consumo Fresco,68.00999999999999,75566
2025,Región Metropolitana de Santiago,Alhué,Kiwi,76.91999999999999,60911
2025,Región Metropolitana de Santiago,Alhué,Manzano Rojo,12.39,18514
2025,Región Metropolitana de Santiago,Alhué,Manzano Verde,3.83,4594
2025,Región Metropolitana de Santiago,Alhué,Nectarino,85.59,95528
2025,Región Metropolitana de Santiago,Alhué,Nogal,791.4200000000001,201138
2025,Región Metropolitana de Santiago,Alhué,Peral,10.42,17368
2025,Región Metropolitana de Santiago,Alhué,Pistacho,18.5,9250
2025,Región Metropolitana de Santiago,Alhué,Pluots,5.6,6223
2025,Región Metropolitana de Santiago,Alhué,Tuna,8.35,3480
2025,Región Metropolitana de Santiago,Alhué,Vid de Mesa,119.79,156954
2025,Región Metropolitana de Santiago,Buin,Almendro,125.18999999999998,46042
2025,Región Metropolitana de Santiago,Buin,Cerezo,1266.46,1396996
2025,Región Metropolitana de Santiago,Buin,Ciruelo Europeo,569.74,327745
2025,Región Metropolitana de Santiago,Buin,Ciruelo Japonés,122.63000000000001,106382
2025,Región Metropolitana de Santiago,Buin,Damasco,78.24,52451
2025,Región Metropolitana de Santiago,Buin,Duraznero Consumo Fresco,72.03,62151
2025,Región Metropolitana de Santiago,Buin,Duraznero Tipo Conservero,81.53,92806
2025,Región Metropolitana de Santiago,Buin,Kiwi,8.11,10139
2025,Región Metropolitana de Santiago,Buin,Limonero,1.1,344
2025,Región Metropolitana de Santiago,Buin,Mandarino,33.519999999999996,35328
2025,Región Metropolitana de Santiago,Buin,Manzano Rojo,7.59,7339
2025,Región Metropolitana de Santiago,Buin,Manzano Verde,0.69,639
2025,Región Metropolitana de Santiago,Buin,Naranjo,19.29,20453
2025,Región Metropolitana de Santiago,Buin,Nectarino,288.30000000000007,301714
2025,Región Metropolitana de Santiago,Buin,Nogal,1230.37,332765
2025,Región Metropolitana de Santiago,Buin,Palto,5.21,1142
